,,,,,,,,,
Exam 4,Question 12,The time-series group design is most similar to which of the following single-subject designs?,A. AB,EPPP-P4-RMS-Research - Single-Subject and Group Designs-05 Answer A is correct. The time-series design is a type of within-subjects design that's essentially a group version of the single-subject AB design. It involves measuring the dependent variable at regular intervals multiple times before and after the independent variable is administered.,RMS,Research - Single-Subject and Group Designs,The time-series design is a type of within-subjects design that's essentially a group version of the single-subject AB design. It involves measuring the dependent variable at regular intervals multiple times before and after the independent variable is administered.,05,The time-series design is a type of within-subjects design that's essentially a group version of the single-subject AB design.
Exam 4,Question 13,Piaget's stage theory of cognitive development views development as being:,B. discontinuous and active.,EPPP-P4-LIF-Cognitive Development-181 Answer B is correct. Piaget's theory proposes discontinuous stages of cognitive development that are characterized by qualitatively different cognitive processes. His theory also proposes that development is an active process in which children interact with the world to construct their own knowledge.,LIF,Cognitive Development,Piaget's theory proposes discontinuous stages of cognitive development that are characterized by qualitatively different cognitive processes. His theory also proposes that development is an active process in which children interact with the world to construct their own knowledge.,181,Piaget's stage theory of cognitive development views development as being discontinuous and active.
Exam 4,Question 14,"Adele Alvarez, age 23, is brought to therapy by her mother who says that Adele ""has always been a little different."" Adele says that she sometimes feels like she's detached from her body and is watching ""what's going on from some other reality."" She also tells you that, for as long as she can remember, she's been ""able to read people's minds"" and that she thinks that people try to avoid her because of this ability. Adele tells you that she doesn't have any close friends and feels ""kind of nervous"" when she's around other people. During the entire session, Adele's mood is neutral. Of the following, the most likely diagnosis for Adele is:",B. schizotypal personality disorder.,"EPPP-P4-PPA-Personality Disorders-29 Answer B is correct. Adele's odd beliefs and magical thinking (e.g., her belief that she can read people's minds), suspiciousness (belief that people try to avoid her), lack of close friends, social anxiety, and constricted affect are characteristic of schizotypal personality disorder.",PPA,Personality Disorders,"Adele's odd beliefs and magical thinking (e.g., her belief that she can read people's minds), suspiciousness (belief that people try to avoid her), lack of close friends, social anxiety, and constricted affect are characteristic of schizotypal personality disorder.",29,"Adele's odd beliefs and magical thinking, suspiciousness, lack of close friends, social anxiety, and constricted affect are characteristic of schizotypal personality disorder."
Exam 4,Question 15,Research investigating the effectiveness of mindfulness-based therapy (MBT) has generally found that it is:,A. more effective for treating psychological disorders than physical/medical conditions.,"EPPP-P4-CLI-Cognitive-Behavioral Therapies-19 Answer A is correct. MBT includes mindfulness-based stress reduction (MBSR) and mindfulness-based cognitive therapy (MBCT). Based on their meta-analysis of research on MBT, B. Khoury and his colleagues conclude that MBT is effective for treating both psychological disorders and physical/medical conditions but is more effective for psychological disorders, especially depression, anxiety, and stress (Mindfulness-based therapy: A comprehensive meta-analysis, Clinical Psychology Review, 33, 763-771, 2013).",CLI,Cognitive-Behavioral Therapies,"MBT includes mindfulness-based stress reduction (MBSR) and mindfulness-based cognitive therapy (MBCT). Based on their meta-analysis of research on MBT, B. Khoury and his colleagues conclude that MBT is effective for treating both psychological disorders and physical/medical conditions but is more effective for psychological disorders, especially depression, anxiety, and stress (Mindfulness-based therapy: A comprehensive meta-analysis, Clinical Psychology Review, 33, 763-771, 2013).",19,Mindfulness-based therapy is more effective for treating psychological disorders than physical/medical conditions.
Exam 4,Question 16,"After her sixth therapy session with Rusty R., Dr. Berstein realizes that she's attracted to him and that, between sessions, she sometimes thinks about what it would be like to spend time with him outside of therapy. As an ethical psychologist, Dr. Berstein should:",B. obtain professional consultation to determine the best course of action.,"EPPP-P4-ETH-APA Ethics Code Overview and Standards 1 & 2-03 Answer B is correct. This answer is most consistent with Standard 2.06(b) of the APA's Ethics Code and Standard II.11 of the Canadian Code of Ethics. Standard 2.06(b) states that, ""when psychologists become aware of personal problems that may interfere with their performing work-related duties adequately, they take appropriate measures, such as obtaining professional consultation or assistance, and determine whether they should limit, suspend, or terminate their work-related duties.""",ETH,APA Ethics Code Overview and Standards 1 & 2,"This answer is most consistent with Standard 2.06(b) of the APA's Ethics Code and Standard II.11 of the Canadian Code of Ethics. Standard 2.06(b) states that, ""when psychologists become aware of personal problems that may interfere with their performing work-related duties adequately, they take appropriate measures, such as obtaining professional consultation or assistance, and determine whether they should limit, suspend, or terminate their work-related duties.""",03,"As an ethical psychologist, Dr. Berstein should obtain professional consultation to determine the best course of action regarding her attraction to her client Rusty R."
Exam 4,Question 17,The effectiveness of multisystemic therapy (MST) for adolescents with severe conduct problems has been evaluated by a number of studies. Which of the following is the best conclusion about the outcomes of these studies?,C. MST is about equally effective for African American youth and European youth.,"EPPP-P4-PPA-Disruptive, Impulse-Control, and Conduct Disorders--19 Answer C is correct. An advantage of MST is that many of the studies evaluating its effectiveness have included African American and other racial/ethnic minority families and families at different levels of socioeconomic status. These studies have found that the benefits of MST are not affected by race or ethnicity or socioeconomic status (e.g., Henggeler & Sheidow, 2012). Outcome similarities for families of different racial/ethnic groups and socioeconomic status have been attributed to the fact that MST procedures can be adjusted to the characteristics of each family.",PPA,"Disruptive, Impulse-Control, and Conduct Disorders-","An advantage of MST is that many of the studies evaluating its effectiveness have included African American and other racial/ethnic minority families and families at different levels of socioeconomic status. These studies have found that the benefits of MST are not affected by race or ethnicity or socioeconomic status (e.g., Henggeler & Sheidow, 2012). Outcome similarities for families of different racial/ethnic groups and socioeconomic status have been attributed to the fact that MST procedures can be adjusted to the characteristics of each family.",19,Multisystemic therapy is about equally effective for African American youth and European youth.
Exam 4,Question 18,Which of the following neuroimaging techniques is used to study abnormalities in the brain's white matter?,D. diffusion tensor imaging,"EPPP-P4-PHY-Neurological and Endocrine Disorders-63 Answer D is correct. Diffusion tensor imaging (DTI) is a special application of magnetic resonance imaging (MRI) that is used to detect abnormalities in the brain's white matter, which consists of myelinated axons that connect different areas of the brain. It does this by identifying the rate and direction of the movement of water molecules along the axons.",PHY,Neurological and Endocrine Disorders,"Diffusion tensor imaging (DTI) is a special application of magnetic resonance imaging (MRI) that is used to detect abnormalities in the brain's white matter, which consists of myelinated axons that connect different areas of the brain. It does this by identifying the rate and direction of the movement of water molecules along the axons.",63,Diffusion tensor imaging is used to study abnormalities in the brain's white matter.
Exam 4,Question 19,"Children usually pass the mirror self-recognition test by _____ months of age, but an exception is children with Down syndrome who usually do not pass the test until they are _____ months of age.",C. 18 to 24; 36 to 48,"EPPP-P4-LIF-Socioemotional Development: Temperament and Personality-177 Answer C is correct. By 18 to 24 months of age, most children pass the mirror self-recognition test. However, children with Down syndrome usually do not pass the test until they are 36 to 48 months of age when their cognitive developmental age is equivalent to the level of younger children who do not have cognitive developmental delays.",LIF,Socioemotional Development: Temperament and Personality,"By 18 to 24 months of age, most children pass the mirror self-recognition test. However, children with Down syndrome usually do not pass the test until they are 36 to 48 months of age when their cognitive developmental age is equivalent to the level of younger children who do not have cognitive developmental delays.",177,"Most children pass the mirror self-recognition test by 18 to 24 months of age, but children with Down syndrome usually do not pass the test until they are 36 to 48 months of age."
Exam 4,Question 20,A unique feature of multisystemic therapy (MST) is its emphasis on quality assurance and improvement that was based on the results of research confirming that its effectiveness depends on a high level of:,C. treatment fidelity.,"EPPP-P4-CLI-Family and Group Therapies-109 Answer C is correct. Treatment fidelity refers to the degree to which a treatment is delivered as intended, and research has demonstrated that positive clinical outcomes of MST depend on a high level of treatment fidelity. The results of this research led to the development of a quality assurance and improvement program for MST that promotes fidelity.",CLI,Family and Group Therapies,"Treatment fidelity refers to the degree to which a treatment is delivered as intended, and research has demonstrated that positive clinical outcomes of MST depend on a high level of treatment fidelity. The results of this research led to the development of a quality assurance and improvement program for MST that promotes fidelity.",109,The effectiveness of multisystemic therapy depends on a high level of treatment fidelity.
Exam 4,Question 21,"For practitioners of interpersonal therapy (IPT), depression is:",D. a medically based condition.,"EPPP-P4-CLI-Brief Therapies-07 Answer D is correct. As described by J. C. Markowitz and M. M. Weissman, IPT is based on the assumption that ""depression is a medical illness, rather than the patient's fault or personal defect; moreover, it is a treatable condition"" [Interpersonal psychotherapy: Principles and applications, World Psychiatry, 3(3), 136-139, 2004].",CLI,Brief Therapies,"As described by J. C. Markowitz and M. M. Weissman, IPT is based on the assumption that ""depression is a medical illness, rather than the patient's fault or personal defect; moreover, it is a treatable condition"" [Interpersonal psychotherapy: Principles and applications, World Psychiatry, 3(3), 136-139, 2004].",07,Interpersonal therapy views depression as a medically based condition.
Exam 4,Question 22,The 80% (four-fifths) rule is used to:,D. determine if a selection test is having an adverse impact.,EPPP-P4-ORG-Employee Selection - Evaluation of Techniques-09 Answer D is correct. The Uniform Guidelines on Employee Selection Procedures describes the 80% rule (also known as the four-fifths rule) as a method for determining if a selection test or other employment procedure is having an adverse impact.,ORG,Employee Selection - Evaluation of Techniques,The Uniform Guidelines on Employee Selection Procedures describes the 80% rule (also known as the four-fifths rule) as a method for determining if a selection test or other employment procedure is having an adverse impact.,09,The 80% (four-fifths) rule is used to determine if a selection test is having an adverse impact.
Exam 4,Question 23,"Which of the following neurotransmitters in the mesolimbic pathway is known to be an important contributor to the rewarding effects of cocaine, amphetamines, and other addictive drugs?",D. dopamine,"EPPP-P4-PHY-Nervous System, Neurons, and Neurotransmitters-12 Answer D is correct. Dopamine is the neurotransmitter that regulates activity in the mesolimbic pathway, which is also known as the brain's reward pathway. Elevated activity in this pathway is responsible for the reinforcing (addictive) effects of cocaine, heroin, and other drugs of abuse that increase dopamine levels.",PHY,"Nervous System, Neurons, and Neurotransmitters","Dopamine is the neurotransmitter that regulates activity in the mesolimbic pathway, which is also known as the brain's reward pathway. Elevated activity in this pathway is responsible for the reinforcing (addictive) effects of cocaine, heroin, and other drugs of abuse that increase dopamine levels.",12,"Dopamine is the neurotransmitter that regulates activity in the mesolimbic pathway and is known to be an important contributor to the rewarding effects of cocaine, amphetamines, and other addictive drugs."
Exam 4,Question 24,Withdrawal from which of the following after heavy and prolonged use is most likely to cause seizures?,B. alcohol,"EPPP-P4-PPA-Substance-Related and Addictive Disorders-26 Answer B is correct. The DSM-5 identifies seizures as a symptom of alcohol withdrawal (and sedative, hypnotic, or anxiolytic withdrawal) but not withdrawal from cannabis, opioids, or stimulants.",PPA,Substance-Related and Addictive Disorders,"The DSM-5 identifies seizures as a symptom of alcohol withdrawal (and sedative, hypnotic, or anxiolytic withdrawal) but not withdrawal from cannabis, opioids, or stimulants.",26,Withdrawal from alcohol after heavy and prolonged use is most likely to cause seizures.
Exam 4,Question 25,"When administering the Rorschach, the purpose of the inquiry phase is to:",C. obtain the information needed to accurately code the examinee's responses.,"EPPP-P4-PAS-Other Measures of Personality-04 Answer C is correct. Administration of the Rorschach ordinarily involves two phases: the free association (response) phase and the inquiry phase. During the inquiry phase, the examiner questions the examinee about what parts of the inkblot determined the examinee's responses to obtain the information needed to code his/her responses.",PAS,Other Measures of Personality,"Administration of the Rorschach ordinarily involves two phases: the free association (response) phase and the inquiry phase. During the inquiry phase, the examiner questions the examinee about what parts of the inkblot determined the examinee's responses to obtain the information needed to code his/her responses.",04,The purpose of the inquiry phase in administering the Rorschach is to obtain the information needed to accurately code the examinee's responses.
Exam 4,Question 26,"A member of an ethnic minority group rejects the values, beliefs, and cultural practices of both her own minority group and the dominant (majority) group. According to Berry (2003), this person has adopted which of the following acculturation strategies?",A. marginalization,"EPPP-P4-CLI-Cross-Cultural Issues - Terms and Concepts-24 Answer A is correct. J. W. Berry's acculturation model distinguishes between four acculturation strategies based on whether a member of a minority group accepts or rejects his/her own culture and the culture of the dominant (majority) group: integration, assimilation, separation, and marginalization. A person has adopted a marginalization strategy when the person rejects his/her own minority culture and the culture of the dominant group [Conceptual approaches to acculturation, in K. M. Chun, P. Organista, and G. Main (Eds.), Acculturation: Advances in theory, measurement, and applied research (pp. 17-37), Washington, DC, American Psychological Association, 2003].",CLI,Cross-Cultural Issues - Terms and Concepts,"J. W. Berry's acculturation model distinguishes between four acculturation strategies based on whether a member of a minority group accepts or rejects his/her own culture and the culture of the dominant (majority) group: integration, assimilation, separation, and marginalization. A person has adopted a marginalization strategy when the person rejects his/her own minority culture and the culture of the dominant group [Conceptual approaches to acculturation, in K. M. Chun, P. Organista, and G. Main (Eds.), Acculturation: Advances in theory, measurement, and applied research (pp. 17-37), Washington, DC, American Psychological Association, 2003].",24,"A person who rejects the values, beliefs, and cultural practices of both their own minority group and the dominant (majority) group has adopted the marginalization acculturation strategy."
Exam 4,Question 27,Practitioners of acceptance and commitment therapy (ACT) would most likely agree that:,B. the presence of psychological pain is universal and normal.,"EPPP-P4-CLI-Cognitive-Behavioral Therapies-17 Answer B is correct. ACT is based on the assumptions ""that psychological pain is both universal and normal and is part of what makes us human … [and] that psychological problems are maintained by excessive avoidance of painful experiences (thoughts, feelings, memories, etc.)"" [J. Boorman, E. Morris, and J. Oliver, Acceptance and commitment therapy, in C. Feltham, T. Hanley, and L. A. Winter (Eds.), The SAGE handbook of counseling and psychotherapy (pp. 218-223), London, SAGE Publications Ltd., 2017].",CLI,Cognitive-Behavioral Therapies,"ACT is based on the assumptions ""that psychological pain is both universal and normal and is part of what makes us human … [and] that psychological problems are maintained by excessive avoidance of painful experiences (thoughts, feelings, memories, etc.)"" [J. Boorman, E. Morris, and J. Oliver, Acceptance and commitment therapy, in C. Feltham, T. Hanley, and L. A. Winter (Eds.), The SAGE handbook of counseling and psychotherapy (pp. 218-223), London, SAGE Publications Ltd., 2017].",17,Practitioners of acceptance and commitment therapy (ACT) agree that the presence of psychological pain is universal and normal.
Exam 4,Question 28,"According to Piaget, children begin to be able to observe another child perform a complex action and then imitate that action for the first time on the following day when they're between ________ months of age.",C. 18 and 24,"EPPP-P4-LIF-Cognitive Development-10 Answer C is correct. The ability to imitate a complex action after a period of time when the model is no longer present is referred to as deferred imitation. According to Piaget, deferred imitation doesn't occur until the infant can form enduring mental representations, which happens during the final substage (substage six) of the sensorimotor stage when children are between 18 and 24 months of age.",LIF,Cognitive Development,"The ability to imitate a complex action after a period of time when the model is no longer present is referred to as deferred imitation. According to Piaget, deferred imitation doesn't occur until the infant can form enduring mental representations, which happens during the final substage (substage six) of the sensorimotor stage when children are between 18 and 24 months of age.",10,"According to Piaget, children begin to be able to observe another child perform a complex action and then imitate that action for the first time on the following day when they're between 18 and 24 months of age."
Exam 4,Question 29,"An employer who's concerned about the low motivation of her employees decides to interview them to obtain information that will help her determine how to alleviate this problem. Being familiar with equity theory, she will focus on which of the following when interviewing the employees?",A. their perceptions of the relative fairness of their treatment at work,"EPPP-P4-ORG-Theories of Motivation-22 Answer A is correct. Equity theory (Adams, 1965) predicts that worker motivation is related to a worker's perception of the relative fairness of how he or she is treated, which is based on comparisons the worker makes between his or her input/outcome ratio and the input/outcome ratios of workers doing the same or a similar job. When workers believe they're not being treated fairly (i.e., when they perceive the ratios to be unequal), this affects their motivation and performance.",ORG,Theories of Motivation,"Equity theory (Adams, 1965) predicts that worker motivation is related to a worker's perception of the relative fairness of how he or she is treated, which is based on comparisons the worker makes between his or her input/outcome ratio and the input/outcome ratios of workers doing the same or a similar job. When workers believe they're not being treated fairly (i.e., when they perceive the ratios to be unequal), this affects their motivation and performance.",22,"When interviewing employees to determine how to alleviate low motivation, an employer familiar with equity theory will focus on the employees' perceptions of the relative fairness of their treatment at work."
Exam 4,Question 30,A researcher would use the split-plot ANOVA to analyze the data she collected in her research study when:,C. her study included one between-subjects independent variable and one within-subjects independent variable.,"EPPP-P4-RMS-Inferential Statistical Tests-12 Answer C is correct. Knowing that the split-plot ANOVA is also known as the mixed ANOVA may have helped you identify the correct answer to this question: It is used when data are collected from a study that used a mixed design - i.e., that had at least one between-subjects variable and one within-subjects variable.",RMS,Inferential Statistical Tests,"Knowing that the split-plot ANOVA is also known as the mixed ANOVA may have helped you identify the correct answer to this question: It is used when data are collected from a study that used a mixed design - i.e., that had at least one between-subjects variable and one within-subjects variable.",12,The split-plot ANOVA is used to analyze data collected from a research study that included one between-subjects independent variable and one within-subjects independent variable.
Exam 4,Question 31,An adult with traumatic brain injury is most likely to obtain the highest score on the _______ Index of the WAIS-IV.,A. Verbal Comprehension,"EPPP-P4-PAS-Stanford-Binet and Wechsler Tests-06 Answer A is correct. The WAIS-IV Technical Manual reports the following mean Index scores for examinees with traumatic brain injury: Verbal Comprehension = 92.1, Perceptual Reasoning = 86.1, Working Memory = 85.3, and Processing Speed = 80.5.",PAS,Stanford-Binet and Wechsler Tests,"The WAIS-IV Technical Manual reports the following mean Index scores for examinees with traumatic brain injury: Verbal Comprehension = 92.1, Perceptual Reasoning = 86.1, Working Memory = 85.3, and Processing Speed = 80.5.",06,Adults with traumatic brain injury are most likely to obtain the highest score on the Verbal Comprehension Index of the WAIS-IV.
Exam 4,Question 32,"Dr. Sholen finds that she and her intern do not have time to administer tests to all of the clients who are being referred to Dr. Sholen for psychological assessment. As a result, she decides to hire a graduate student who is working on her master's degree in clinical psychology to administer the MMPI-2 and several similar tests. With regard to ethical requirements, this:",D. may be acceptable as long as the student has had adequate training and will be supervised by Dr. Sholen.,"EPPP-P4-ETH-APA Ethics Code Standards 9 & 10-24 Answer D is correct. This situation is addressed in Standard 9.07 of the APA's Ethics Code and Standards II.7 and II.56 of the Canadian Code of Ethics. Standard 9.07 states that ""psychologists do not promote the use of psychological assessment techniques by unqualified persons, except when such use is conducted for training purposes with appropriate supervision.""",ETH,APA Ethics Code Standards 9 & 10,"This situation is addressed in Standard 9.07 of the APA's Ethics Code and Standards II.7 and II.56 of the Canadian Code of Ethics. Standard 9.07 states that ""psychologists do not promote the use of psychological assessment techniques by unqualified persons, except when such use is conducted for training purposes with appropriate supervision.""",24,Hiring a graduate student to administer the MMPI-2 and similar tests may be acceptable as long as the student has had adequate training and will be supervised by the psychologist.
Exam 4,Question 33,A person who is at Level X on the revised version of the Rancho Scale of Cognitive Functioning:,D. is alert and oriented and can usually function independently but may need extra time or compensatory strategies.,EPPP-P4-PAS-Clinical Tests-11 Answer D is correct. The Rancho Scale of Cognitive Functioning is also known as the Rancho Los Amigos Scale and Rancho Los Amigos Cognitive Scale and is used to assess a patient's current cognitive functioning following brain injury. Knowing that higher scale values on the Rancho Scale are indicative of higher levels of functioning would have helped you identify the correct answer to this question even if you're unfamiliar with the revised version which provides two more levels than the original version.,PAS,Clinical Tests,The Rancho Scale of Cognitive Functioning is also known as the Rancho Los Amigos Scale and Rancho Los Amigos Cognitive Scale and is used to assess a patient's current cognitive functioning following brain injury. Knowing that higher scale values on the Rancho Scale are indicative of higher levels of functioning would have helped you identify the correct answer to this question even if you're unfamiliar with the revised version which provides two more levels than the original version.,11,A person at Level X on the revised version of the Rancho Scale of Cognitive Functioning is alert and oriented and can usually function independently but may need extra time or compensatory strategies.
Exam 4,Question 34,"Dr. Hedges has been seeing Betty in therapy for three months to help her deal with the sudden death of her mother. She's made progress toward achieving her therapy goals, and they've started talking about terminating therapy. During her current session, Betty tells Dr. Hedges that her best friend is going through a divorce and she'd like to refer her to Dr. Hedges for therapy. Dr. Hedges should:",B. tell Betty he cannot see her friend in therapy and offer to give her friend referrals to other mental health professionals.,"EPPP-P4-ETH-APA Ethics Code Standards 3 & 4-05 Answer B is correct. Seeing the best friend of a client in therapy would constitute an unacceptable multiple relationship as defined in Standard 3.05 of the APA's Ethics Code and Standard III.30 of the Canadian Code of Ethics because of the potential adverse effects of doing so. For example, Betty might disclose information about her friend to Dr. Hedges that her friend doesn't want Dr. Hedges to know.",ETH,APA Ethics Code Standards 3 & 4,"Seeing the best friend of a client in therapy would constitute an unacceptable multiple relationship as defined in Standard 3.05 of the APA's Ethics Code and Standard III.30 of the Canadian Code of Ethics because of the potential adverse effects of doing so. For example, Betty might disclose information about her friend to Dr. Hedges that her friend doesn't want Dr. Hedges to know.",05,"A psychologist should tell the client that they cannot see the client's best friend in therapy and offer to give the friend referrals to other mental health professionals, as seeing the best friend would constitute an unacceptable multiple relationship."
Exam 4,Question 35,Which of the following is based on the results of research that used the method of magnitude estimation to study the relationship between the magnitude of a physical stimulus and its perceived magnitude?,B. Stevens's law,"EPPP-P4-PHY-Sensation and Perception-14 Answer B is correct. Stevens's method of magnitude estimation involved providing subjects with a specific value for the magnitude of one stimulus and asking them to use that value as a reference point when estimating the magnitude of other stimuli. The results of his research led to the development of Stevens's power law which predicts that there's an exponential relationship between the magnitude of a physical stimulus and its perceived magnitude, with the exponent varying for different types of stimuli.",PHY,Sensation and Perception,"Stevens's method of magnitude estimation involved providing subjects with a specific value for the magnitude of one stimulus and asking them to use that value as a reference point when estimating the magnitude of other stimuli. The results of his research led to the development of Stevens's power law which predicts that there's an exponential relationship between the magnitude of a physical stimulus and its perceived magnitude, with the exponent varying for different types of stimuli.",14,Stevens's law is based on the results of research that used the method of magnitude estimation to study the relationship between the magnitude of a physical stimulus and its perceived magnitude.
Exam 4,Question 36,Which of the following describes ethical requirements regarding a psychologist's use of deception in a research study?,B. Psychologists may use deception when it's justified by the study's prospective value and participants are allowed to withdraw from the study at any time.,"EPPP-P4-ETH-APA Ethics Code Standards 7 & 8-21 Answer B is correct. This answer is most consistent with the provisions of Standard 8.07 of the APA's Ethics Code and Standards III.23, III.24, and III.25 of the Canadian Code of Ethics. Standard 8.07 states that psychologists should not use deception unless it's justified by the prospective value of the study, alternative procedures are unavailable, participants are debriefed about the true nature of the study as early as is feasible (which may or may not be immediately after participation), and participants are allowed to withdraw their data from the study.",ETH,APA Ethics Code Standards 7 & 8,"This answer is most consistent with the provisions of Standard 8.07 of the APA's Ethics Code and Standards III.23, III.24, and III.25 of the Canadian Code of Ethics. Standard 8.07 states that psychologists should not use deception unless it's justified by the prospective value of the study, alternative procedures are unavailable, participants are debriefed about the true nature of the study as early as is feasible (which may or may not be immediately after participation), and participants are allowed to withdraw their data from the study.",21,Psychologists may use deception in a research study when it's justified by the study's prospective value and participants are allowed to withdraw from the study at any time.
Exam 4,Question 37,"Research on the ""pratfall effect"" suggests that, when a(n) __________ person commits a blunder, that person's attractiveness to others tends to increase.",C. competent,"EPPP-P4-SOC-Affiliation, Attraction, and Intimacy-12 Answer C is correct. Research on the pratfall effect has found that the attractiveness of a person who is perceived to be competent increases when that person commits a blunder (Aronson, Willerman, & Floyd, 1966).",SOC,"Affiliation, Attraction, and Intimacy","Research on the pratfall effect has found that the attractiveness of a person who is perceived to be competent increases when that person commits a blunder (Aronson, Willerman, & Floyd, 1966).",12,"When a competent person commits a blunder, that person's attractiveness to others tends to increase, according to research on the ""pratfall effect""."
Exam 4,Question 38,The smallest distinctive units of sound in a language are referred to as:,C. phonemes.,"EPPP-P4-LIF-Language Development-08 Answer C is correct. Phonemes are the smallest distinctive units of sound in a language (e.g., b, d, f, sh), and morphemes are the smallest meaningful units (e.g., un, ed, pre, post).",LIF,Language Development,"Phonemes are the smallest distinctive units of sound in a language (e.g., b, d, f, sh), and morphemes are the smallest meaningful units (e.g., un, ed, pre, post).",08,The smallest distinctive units of sound in a language are referred to as phonemes.
Exam 4,Question 39,Mindfulness based cognitive therapy (MBCT) is based on the assumption that people with a history of depression can avoid having another depressive episode by:,C. adopting a decentered position at the first sign of depression.,"EPPP-P4-CLI-Cognitive-Behavioral Therapies-18 Answer C is correct. MBCT teaches clients with a history of depression to avoid depressive episodes by decentering at the first sign of depressive symptoms. This involves disengaging from and accepting negative thoughts and feelings associated with depression rather than avoiding or fighting them and recognizing that they're just thoughts and feelings, not reality.",CLI,Cognitive-Behavioral Therapies,"MBCT teaches clients with a history of depression to avoid depressive episodes by decentering at the first sign of depressive symptoms. This involves disengaging from and accepting negative thoughts and feelings associated with depression rather than avoiding or fighting them and recognizing that they're just thoughts and feelings, not reality.",18,"People with a history of depression can avoid having another depressive episode by adopting a decentered position at the first sign of depression, according to the assumptions of mindfulness based cognitive therapy (MBCT)."
Exam 4,Question 40,__________ processing is concept driven.,A. Top-down,"EPPP-P4-PHY-Sensation and Perception-15 Answer A is correct. Top-down processing is concept-driven, while bottom-up processing is data driven. In terms of perception, top-down processing begins with the brain's use of existing knowledge and expectations to interpret incoming sensory information. In contrast, bottom-up processing begins with incoming sensory information and continues upward to the brain where it is perceived, interpreted, and stored.",PHY,Sensation and Perception,"Top-down processing is concept-driven, while bottom-up processing is data driven. In terms of perception, top-down processing begins with the brain's use of existing knowledge and expectations to interpret incoming sensory information. In contrast, bottom-up processing begins with incoming sensory information and continues upward to the brain where it is perceived, interpreted, and stored.",15,Top-down processing is concept-driven.
Exam 4,Question 41,"Following a closed head injury, a young man is unable to recognize familiar objects by touch. This condition is caused by lesions in the ________ lobe.",C. parietal,"EPPP-P4-PHY-Brain Regions/Functions - Cerebral Cortex-08 Answer C is correct. The condition described in this question is referred to as tactile agnosia, which is caused by damage to the somatosensory area of the parietal lobe.",PHY,Brain Regions/Functions - Cerebral Cortex,"The condition described in this question is referred to as tactile agnosia, which is caused by damage to the somatosensory area of the parietal lobe.",08,"Lesions in the parietal lobe cause the condition of tactile agnosia, in which a person is unable to recognize familiar objects by touch following a closed head injury."
Exam 4,Question 42,Which aspect of an item characteristic curve (ICC) indicates the probability of choosing the correct answer to the item by guessing alone?,D. the point at which the curve intercepts the y-axis,"EPPP-P4-TES-Item Analysis and Test Reliability-02 Answer D is correct. The various item response theory models produce item response curves that provide information on either one, two, or three parameters, with the three parameters being item difficulty, item discrimination, and the probability of guessing correctly. The probability of guessing correctly is indicated by the point at which the item response curve intercepts the y-axis.",TES,Item Analysis and Test Reliability,"The various item response theory models produce item response curves that provide information on either one, two, or three parameters, with the three parameters being item difficulty, item discrimination, and the probability of guessing correctly. The probability of guessing correctly is indicated by the point at which the item response curve intercepts the y-axis.",02,The point at which the item characteristic curve (ICC) intercepts the y-axis indicates the probability of choosing the correct answer to the item by guessing alone.
Exam 4,Question 43,Which of the following is most consistent with ethical requirements regarding the acceptance of contingent fees when acting as an expert witness in a legal case?,D. Psychologists should usually avoid accepting contingent fees.,"EPPP-P4-ETH-APA Ethics Code Standards 3 & 4-06 Answer D is correct. This answer is most consistent with Standard 3.06 of the APA's Ethics Code, Paragraph 5.02 of the APA's Specialty Guidelines for Forensic Psychology, and Standard III.28 of the Canadian Code of Ethics. Standard 3.06 prohibits psychologists from ""taking on a professional role when personal, scientific, professional, legal, financial, or other interests or relationships could reasonably be expected to … impair their objectivity, competence, or effectiveness."" As noted by C. B. Fisher, this prohibition applies to accepting contingent fees when acting as an expert witness since doing so may ""exert pressure on psychologists to intentionally or unintentionally modify their reports or testimony in favor of the retaining party"" [Decoding the ethics code: A practical guide for psychologists (4th ed.), Los Angeles, SAGE Publications, Inc., 2017, p. 149].",ETH,APA Ethics Code Standards 3 & 4,"This answer is most consistent with Standard 3.06 of the APA's Ethics Code, Paragraph 5.02 of the APA's Specialty Guidelines for Forensic Psychology, and Standard III.28 of the Canadian Code of Ethics. Standard 3.06 prohibits psychologists from ""taking on a professional role when personal, scientific, professional, legal, financial, or other interests or relationships could reasonably be expected to … impair their objectivity, competence, or effectiveness."" As noted by C. B. Fisher, this prohibition applies to accepting contingent fees when acting as an expert witness since doing so may ""exert pressure on psychologists to intentionally or unintentionally modify their reports or testimony in favor of the retaining party"" [Decoding the ethics code: A practical guide for psychologists (4th ed.), Los Angeles, SAGE Publications, Inc., 2017, p. 149].",06,"Psychologists should usually avoid accepting contingent fees when acting as an expert witness in a legal case, as this is most consistent with the ethical requirements outlined in the APA's Ethics Code and Specialty Guidelines for Forensic Psychology, as well as the Canadian Code of Ethics."
